state,party,year
Louisiana,Democrat,1900
Nebraska,Democratic,1892
Nebraska,Democratic,1893
Maryland,Democrat,1892
Maryland,Democrat,1893
Maryland,Democrat,1894
Maryland,Democrat,1895
Maryland,Democrat,1896
Ohio,Republican,1892
Ohio,Republican,1893
Ohio,Republican,1894
Ohio,Republican,1895
Ohio,Republican,1896
New York,Democratic,1892
New York,Democratic,1893
New York,Democratic,1894
New York,Democratic,1895
Indiana,Republican,1891
Indiana,Republican,1892
Indiana,Republican,1893
Kentucky,Democratic,1891
Kentucky,Democratic,1892
Kentucky,Democratic,1893
Kentucky,Democratic,1894
Kentucky,Democratic,1895
Rhode Island,Republican,1891
Rhode Island,Republican,1892
Rhode Island,Republican,1889
Rhode Island,Republican,1890
North Carolina,Democratic,1891
North Carolina,Democratic,1892
North Carolina,Democratic,1893
Texas,Democrat,1891
Texas,Democrat,1892
Texas,Democrat,1893
Texas,Democrat,1894
Texas,Democrat,1895
Pennsylvania,Democrat,1891
Pennsylvania,Democrat,1892
Pennsylvania,Democrat,1893
Pennsylvania,Democrat,1894
Pennsylvania,Democrat,1895
Pennsylvania,Democrat,1883
Pennsylvania,Democrat,1884
Pennsylvania,Democrat,1885
Pennsylvania,Democrat,1886
Pennsylvania,Democrat,1887
Delaware,Democrat,1891
Delaware,Democrat,1892
Delaware,Democrat,1893
Delaware,Democrat,1894
Delaware,Democrat,1895
Colorado,Republican,1891
Colorado,Republican,1892
Colorado,Republican,1893
Colorado,Republican,1875
Colorado,Republican,1876
Colorado,Republican,1877
Colorado,Republican,1878
Colorado,Republican,1879
Tennessee,Farm-Labor,1891
Tennessee,Farm-Labor,1892
Tennessee,Farm-Labor,1893
California,Republican,1891
California,Republican,1892
California,Republican,1893
California,Republican,1894
California,Republican,1895
New Hampshire,Republican,1891
New Hampshire,Republican,1892
New Hampshire,Republican,1893
Massachusetts,Democrat,1891
Massachusetts,Democrat,1892
Massachusetts,Democrat,1893
Massachusetts,Democrat,1894
North Dakota,Republican,1891
North Dakota,Republican,1892
North Dakota,Republican,1893
Wisconsin,Democrat,1891
Wisconsin,Democrat,1892
Wisconsin,Democrat,1893
Wisconsin,Democrat,1894
Wisconsin,Democrat,1895
Nevada,Republican,1891
Nevada,Republican,1892
Nevada,Republican,1893
Nevada,Republican,1894
Nevada,Republican,1895
Michigan,Democratic,1891
Michigan,Democratic,1892
Michigan,Democratic,1893
Idaho,Republican,1890
Idaho,Republican,1891
Idaho,Republican,1892
Idaho,Republican,1893
South Carolina,Democrat,1890
South Carolina,Democrat,1891
South Carolina,Democrat,1892
South Carolina,Democrat,1893
South Carolina,Democrat,1894
Alabama,Democrat,1890
Alabama,Democrat,1891
Alabama,Democrat,1892
Alabama,Democrat,1893
Alabama,Democrat,1894
Wyoming,Republican,1890
Wyoming,Republican,1891
Wyoming,Republican,1892
Wyoming,Republican,1893
Georgia,Democrat,1890
Georgia,Democrat,1891
Georgia,Democrat,1892
Georgia,Democrat,1893
Georgia,Democrat,1894
Wyoming,Republican,1890
Vermont,Republican,1890
Vermont,Republican,1891
Vermont,Republican,1892
Idaho,Republican,1890
Nevada,Republican,1890
Nevada,Republican,1891
Rhode Island,Democrat,1890
Rhode Island,Democrat,1891
Rhode Island,Democrat,1887
Rhode Island,Democrat,1888
Iowa,Democrat,1890
Iowa,Democrat,1891
Iowa,Democrat,1892
Iowa,Democrat,1893
Iowa,Democrat,1894
West Virginia,Democrat,1890
West Virginia,Democrat,1891
West Virginia,Democrat,1892
West Virginia,Democrat,1893
New Jersey,Democratic,1890
New Jersey,Democratic,1891
New Jersey,Democratic,1892
New Jersey,Democratic,1893
New Jersey,Democratic,1884
New Jersey,Democratic,1885
New Jersey,Democratic,1886
New Jersey,Democratic,1887
Mississippi,Democratic,1890
Mississippi,Democratic,1891
Mississippi,Democratic,1892
Mississippi,Democratic,1893
Mississippi,Democratic,1894
Mississippi,Democratic,1895
Mississippi,Democratic,1896
Mississippi,Democratic,1876
Mississippi,Democratic,1877
Mississippi,Democratic,1878
Mississippi,Democratic,1879
Mississippi,Democratic,1880
Mississippi,Democratic,1881
Mississippi,Democratic,1882
Ohio,Democratic,1890
Ohio,Democratic,1891
Ohio,Democratic,1892
Massachusetts,Republican,1890
Massachusetts,Republican,1891
Virginia,Democrat,1890
Virginia,Democrat,1891
Virginia,Democrat,1892
Virginia,Democrat,1893
Virginia,Democrat,1894
North Dakota,Republican,1889
North Dakota,Republican,1890
North Dakota,Republican,1891
South Dakota,Republican,1889
South Dakota,Republican,1890
South Dakota,Republican,1891
South Dakota,Republican,1892
South Dakota,Republican,1893
Washington,Republican,1889
Washington,Republican,1890
Washington,Republican,1891
Washington,Republican,1892
Washington,Republican,1893
New Hampshire,Republican,1889
New Hampshire,Republican,1890
New Hampshire,Republican,1891
North Carolina,Democratic,1889
North Carolina,Democratic,1890
North Carolina,Democratic,1891
Arkansas,Democrat,1889
Arkansas,Democrat,1890
Arkansas,Democrat,1891
Arkansas,Democrat,1892
Arkansas,Democrat,1893
Kansas,Republican,1889
Kansas,Republican,1890
Kansas,Republican,1891
Kansas,Republican,1892
Kansas,Republican,1893
Indiana,Republican,1889
Indiana,Republican,1890
Indiana,Republican,1891
Illinois,Republican,1889
Illinois,Republican,1890
Illinois,Republican,1891
Illinois,Republican,1892
Illinois,Republican,1893
Missouri,Democratic,1889
Missouri,Democratic,1890
Missouri,Democratic,1891
Missouri,Democratic,1892
Missouri,Democratic,1893
Connecticut,Republican,1889
Connecticut,Republican,1890
Connecticut,Republican,1891
Connecticut,Republican,1892
Connecticut,Republican,1893
Minnesota,Republican,1889
Minnesota,Republican,1890
Minnesota,Republican,1891
Minnesota,Republican,1892
Minnesota,Republican,1893
Florida,Democrat,1889
Florida,Democrat,1890
Florida,Democrat,1891
Florida,Democrat,1892
Florida,Democrat,1893
Colorado,Republican,1889
Colorado,Republican,1890
Colorado,Republican,1891
Wisconsin,Republican,1889
Wisconsin,Republican,1890
Wisconsin,Republican,1891
Maine,Republican,1889
Maine,Republican,1890
Maine,Republican,1891
Maine,Republican,1892
Maine,Republican,1893
Vermont,Republican,1888
Vermont,Republican,1889
Vermont,Republican,1890
Vermont,Republican,1888
Vermont,Republican,1889
Vermont,Republican,1890
Vermont,Republican,1865
Vermont,Republican,1866
Vermont,Republican,1867
Rhode Island,Republican,1888
Rhode Island,Republican,1889
Louisiana,Democratic,1888
Louisiana,Democratic,1889
Louisiana,Democratic,1890
Louisiana,Democratic,1891
Louisiana,Democratic,1892
Louisiana,Democratic,1877
Louisiana,Democratic,1878
Louisiana,Democratic,1879
Louisiana,Democratic,1880
Louisiana,Democratic,1881
Louisiana,Democratic,1882
Louisiana,Democratic,1883
Louisiana,Democratic,1884
Louisiana,Democratic,1885
Louisiana,Democratic,1886
Louisiana,Democratic,1887
Louisiana,Democratic,1888
Louisiana,Democratic,1889
Maryland,Democrat,1888
Maryland,Democrat,1889
Maryland,Democrat,1890
Maryland,Democrat,1891
Maryland,Democrat,1892
Missouri,Democratic,1887
Missouri,Democratic,1888
Missouri,Democratic,1889
Maine,Republican,1887
Maine,Republican,1888
Maine,Republican,1889
California,Republican,1887
California,Republican,1888
California,Republican,1889
California,Republican,1890
California,Republican,1891
Kentucky,Democratic,1887
Kentucky,Democratic,1888
Kentucky,Democratic,1889
Kentucky,Democratic,1890
Kentucky,Democratic,1891
New Hampshire,Republican,1887
New Hampshire,Republican,1888
New Hampshire,Republican,1889
West Virginia,Democrat,1887
West Virginia,Democrat,1886
West Virginia,Democrat,1885
West Virginia,Democrat,1884
West Virginia,Democrat,1883
West Virginia,Democrat,1882
West Virginia,Democrat,1881
Texas,Democrat,1887
Texas,Democrat,1888
Texas,Democrat,1889
Texas,Democrat,1890
Texas,Democrat,1891
Pennsylvania,Republican,1887
Pennsylvania,Republican,1888
Pennsylvania,Republican,1889
Pennsylvania,Republican,1890
Pennsylvania,Republican,1891
New Jersey,Democratic,1887
New Jersey,Democratic,1888
New Jersey,Democratic,1889
New Jersey,Democratic,1890
Delaware,Democrat,1887
Delaware,Democrat,1888
Delaware,Democrat,1889
Delaware,Democrat,1890
Delaware,Democrat,1891
Oregon,Democratic,1887
Oregon,Democratic,1888
Oregon,Democratic,1889
Oregon,Democratic,1890
Oregon,Democratic,1891
Oregon,Democratic,1892
Oregon,Democratic,1893
Oregon,Democratic,1894
Oregon,Democratic,1895
California,Democrat,1887
Connecticut,Republican,1887
Connecticut,Republican,1888
Connecticut,Republican,1889
Massachusetts,Republican,1887
Massachusetts,Republican,1888
Massachusetts,Republican,1889
Massachusetts,Republican,1890
Nebraska,Republican,1887
Nebraska,Republican,1888
Nebraska,Republican,1889
Nebraska,Republican,1890
Nebraska,Republican,1891
Nebraska,Republican,1892
Maine,Republican,1887
Minnesota,Republican,1887
Minnesota,Republican,1888
Minnesota,Republican,1889
Nevada,Republican,1887
Nevada,Republican,1888
Nevada,Republican,1889
Nevada,Republican,1890
Michigan,Republican,1887
Michigan,Republican,1888
Michigan,Republican,1889
Michigan,Republican,1890
Michigan,Republican,1891
Alabama,Democrat,1886
Alabama,Democrat,1887
Alabama,Democrat,1888
Alabama,Democrat,1889
Alabama,Democrat,1890
South Carolina,Democrat,1886
South Carolina,Democrat,1887
South Carolina,Democrat,1888
South Carolina,Democrat,1889
South Carolina,Democrat,1890
Georgia,Democrat,1886
Georgia,Democrat,1887
Georgia,Democrat,1888
Georgia,Democrat,1889
Georgia,Democrat,1890
Vermont,Republican,1886
Vermont,Republican,1887
Vermont,Republican,1888
South Carolina,Democrat,1886
Iowa,republican,1886
Iowa,republican,1887
Iowa,republican,1888
Iowa,republican,1889
Iowa,republican,1890
Ohio,Republican,1886
Ohio,Republican,1887
Ohio,Republican,1888
Ohio,Republican,1889
Ohio,Republican,1890
Virginia,Democrat,1886
Virginia,Democrat,1887
Virginia,Democrat,1888
Virginia,Democrat,1889
Virginia,Democrat,1890
New Hampshire,Republican,1885
New Hampshire,Republican,1886
New Hampshire,Republican,1887
Rhode Island,Republican,1885
Rhode Island,Republican,1886
Rhode Island,Republican,1887
Maryland,Democrat,1885
Maryland,Democrat,1886
Maryland,Democrat,1887
Maryland,Democrat,1888
West Virginia,Democrat,1885
West Virginia,Democrat,1886
West Virginia,Democrat,1887
West Virginia,Democrat,1888
West Virginia,Democrat,1889
West Virginia,Democrat,1890
Illinois,Republican,1885
Illinois,Republican,1886
Illinois,Republican,1887
Illinois,Republican,1888
Illinois,Republican,1889
Illinois,Republican,1873
Illinois,Republican,1865
Illinois,Republican,1866
Illinois,Republican,1867
Illinois,Republican,1868
Illinois,Republican,1869
North Carolina,Democratic,1885
North Carolina,Democratic,1886
North Carolina,Democratic,1887
North Carolina,Democratic,1888
North Carolina,Democratic,1889
Arkansas,Democrat,1885
Arkansas,Democrat,1886
Arkansas,Democrat,1887
Arkansas,Democrat,1888
Arkansas,Democrat,1889
Colorado,Republican,1885
Colorado,Republican,1886
Colorado,Republican,1887
Missouri,Democratic,1885
Missouri,Democratic,1886
Missouri,Democratic,1887
Kansas,Republican,1885
Kansas,Republican,1886
Kansas,Republican,1887
Kansas,Republican,1888
Kansas,Republican,1889
Indiana,Democrat,1885
Indiana,Democrat,1886
Indiana,Democrat,1887
Indiana,Democrat,1888
Indiana,Democrat,1889
Indiana,Democrat,1880
Indiana,Democrat,1881
Connecticut,Republican,1885
Connecticut,Republican,1886
Connecticut,Republican,1887
Florida,Democrat,1885
Florida,Democrat,1886
Florida,Democrat,1887
Florida,Democrat,1888
Florida,Democrat,1889
New York,Democratic,1885
New York,Democratic,1886
New York,Democratic,1887
New York,Democratic,1888
New York,Democratic,1889
New York,Democratic,1890
New York,Democratic,1891
New York,Democratic,1892
Michigan,Republican,1885
Michigan,Republican,1886
Michigan,Republican,1887
Vermont,Republican,1884
Vermont,Republican,1885
Vermont,Republican,1886
Ohio,Democratic,1884
Ohio,Democratic,1885
Ohio,Democratic,1886
Maryland,Democrat,1884
Maryland,Democrat,1885
Massachusetts,Republican,1884
Massachusetts,Republican,1885
Massachusetts,Republican,1886
Massachusetts,Republican,1887
Kentucky,Democrat,1883
Kentucky,Democrat,1884
Kentucky,Democrat,1885
Kentucky,Democrat,1886
Kentucky,Democrat,1887
New Hampshire,Republican,1883
New Hampshire,Republican,1884
New Hampshire,Republican,1885
Rhode Island,Republican,1883
Rhode Island,Republican,1884
Rhode Island,Republican,1885
Georgia,Democrat,1883
Georgia,Democrat,1884
Georgia,Democrat,1885
Georgia,Democrat,1886
Georgia,Democrat,1883
Illinois,Republican,1883
Illinois,Republican,1884
Illinois,Republican,1885
Texas,Democrat,1883
Texas,Democrat,1884
Texas,Democrat,1885
Texas,Democrat,1886
Texas,Democrat,1887
Delaware,Democrat,1883
Delaware,Democrat,1884
Delaware,Democrat,1885
Delaware,Democrat,1886
Delaware,Democrat,1887
Tennessee,Democrat,1883
Tennessee,Democrat,1884
Tennessee,Democrat,1885
Tennessee,Democrat,1886
Tennessee,Democrat,1887
Arkansas,Democrat,1883
Arkansas,Democrat,1884
Arkansas,Democrat,1885
California,Democrat,1883
California,Democrat,1884
California,Democrat,1885
California,Democrat,1886
California,Democrat,1887
Colorado,Democrat,1883
Colorado,Democrat,1884
Colorado,Democrat,1885
Kansas,Democrat,1883
Kansas,Democrat,1884
Kansas,Democrat,1885
Massachusetts,"Democrat, National",1883
Massachusetts,"Democrat, National",1884
Nebraska,Republican,1883
Nebraska,Republican,1884
Nebraska,Republican,1885
Nebraska,Republican,1886
Nebraska,Republican,1887
Maine,Republican,1883
Maine,Republican,1884
Maine,Republican,1885
Maine,Republican,1886
Maine,Republican,1887
Connecticut,Democrat,1883
Connecticut,Democrat,1884
Connecticut,Democrat,1885
New York,Democratic,1883
New York,Democratic,1884
New York,Democratic,1885
Michigan,Democratic (Fusionist),1883
Michigan,Democratic (Fusionist),1884
Michigan,Democratic (Fusionist),1885
Nevada,Democratic,1883
Nevada,Democratic,1884
Nevada,Democratic,1885
Nevada,Democratic,1886
Nevada,Democratic,1887
South Carolina,Democrat,1882
South Carolina,Democrat,1883
South Carolina,Democrat,1884
South Carolina,Democrat,1885
South Carolina,Democrat,1886
Alabama,Democrat,1882
Alabama,Democrat,1883
Alabama,Democrat,1884
Alabama,Democrat,1885
Alabama,Democrat,1886
Georgia,Democrat-Whig,1882
Georgia,Democrat-Whig,1883
Vermont,Republican,1882
Vermont,Republican,1883
Vermont,Republican,1884
Oregon,Republican,1882
Oregon,Republican,1883
Oregon,Republican,1884
Oregon,Republican,1885
Oregon,Republican,1886
Oregon,Republican,1887
Iowa,republican,1882
Iowa,republican,1883
Iowa,republican,1884
Iowa,republican,1885
Iowa,republican,1886
Minnesota,Republican,1882
Minnesota,Republican,1883
Minnesota,Republican,1884
Minnesota,Republican,1885
Minnesota,Republican,1886
Minnesota,Republican,1887
Mississippi,Democratic,1882
Mississippi,Democratic,1883
Mississippi,Democratic,1884
Mississippi,Democratic,1885
Mississippi,Democratic,1886
Mississippi,Democratic,1887
Mississippi,Democratic,1888
Mississippi,Democratic,1889
Mississippi,Democratic,1890
Wisconsin,Republican,1882
Wisconsin,Republican,1883
Wisconsin,Republican,1884
Wisconsin,Republican,1885
Wisconsin,Republican,1886
Wisconsin,Republican,1887
Wisconsin,Republican,1888
Wisconsin,Republican,1889
Virginia,Readjuster,1882
Virginia,Readjuster,1883
Virginia,Readjuster,1884
Virginia,Readjuster,1885
Virginia,Readjuster,1886
Louisiana,Democratic,1881
Louisiana,Democratic,1882
Louisiana,Democratic,1883
Louisiana,Democratic,1884
Louisiana,Democratic,1885
Louisiana,Democratic,1886
Louisiana,Democratic,1887
Louisiana,Democratic,1888
New Hampshire,Republican,1881
New Hampshire,Republican,1882
New Hampshire,Republican,1883
West Virginia,Democrat,1881
West Virginia,Democrat,1882
West Virginia,Democrat,1883
West Virginia,Democrat,1884
West Virginia,Democrat,1885
New Jersey,Democratic,1881
New Jersey,Democratic,1882
New Jersey,Democratic,1883
New Jersey,Democratic,1884
Tennessee,Republican/Whig,1881
Tennessee,Republican/Whig,1882
Tennessee,Republican/Whig,1883
Arkansas,Democrat,1881
Arkansas,Democrat,1882
Arkansas,Democrat,1883
Maine,Greenback,1881
Maine,Greenback,1882
Maine,Greenback,1883
Missouri,Democratic,1881
Missouri,Democratic,1882
Missouri,Democratic,1883
Missouri,Democratic,1884
Missouri,Democratic,1885
Indiana,Republican,1881
Indiana,Republican,1882
Indiana,Republican,1883
Indiana,Republican,1884
Indiana,Republican,1885
Connecticut,Republican,1881
Connecticut,Republican,1882
Connecticut,Republican,1883
Michigan,Republican,1881
Michigan,Republican,1882
Michigan,Republican,1883
South Carolina,Democrat,1880
South Carolina,Democrat,1881
South Carolina,Democrat,1882
Vermont,Republican,1880
Vermont,Republican,1881
Vermont,Republican,1882
South Carolina,Democrat,1880
Rhode Island,Republican,1880
Rhode Island,Republican,1881
Rhode Island,Republican,1882
Rhode Island,Republican,1883
Maine,Republican,1880
Maine,Republican,1881
Maryland,Democrat,1880
Maryland,Democrat,1881
Maryland,Democrat,1882
Maryland,Democrat,1883
Maryland,Democrat,1884
Louisiana,Democrat,1880
Louisiana,Democrat,1881
Ohio,Republican,1880
Ohio,Republican,1881
Ohio,Republican,1882
Ohio,Republican,1883
Ohio,Republican,1884
California,Republican,1880
California,Republican,1881
California,Republican,1882
California,Republican,1883
Massachusetts,Republican,1880
Massachusetts,Republican,1881
Massachusetts,Republican,1882
Massachusetts,Republican,1883
New York,Republican,1880
New York,Republican,1881
New York,Republican,1882
New York,Republican,1883
Kentucky,Democratic,1879
Kentucky,Democratic,1880
Kentucky,Democratic,1881
Kentucky,Democratic,1882
Kentucky,Democratic,1883
New Hampshire,Republican,1879
New Hampshire,Republican,1880
New Hampshire,Republican,1881
South Carolina,Democrat,1879
South Carolina,Democrat,1880
Tennessee,Democrat,1879
Tennessee,Democrat,1880
Tennessee,Democrat,1881
North Carolina,Democratic,1879
North Carolina,Democratic,1880
North Carolina,Democratic,1881
North Carolina,Democratic,1882
North Carolina,Democratic,1883
North Carolina,Democratic,1884
North Carolina,Democratic,1885
Texas,Democrat,1879
Texas,Democrat,1880
Texas,Democrat,1881
Texas,Democrat,1882
